-432.382393,81.735382
-419.150607,81.790916
-407.415454,81.672325
-397.681936,81.811829
-386.213748,81.631607
-374.879456,81.599083
-363.546562,81.717453
-352.480825,81.601189
-341.412163,81.620163
-330.345472,81.624588
-319.146983,81.598694
-305.945142,81.659576
-291.412989,81.564308
-278.868484,81.652733
-263.707860,81.628754
-252.507591,81.632751
-241.307322,81.817772
-230.240440,81.680229
-217.009799,81.492950
-202.454821,81.608940
-189.650790,81.661354
-172.973442,81.629524
-156.502088,81.634712
-139.833577,81.686607
-122.663116,81.632210
-108.260918,81.601494
-95.325661,81.639191
-79.847463,81.515442
-68.887583,81.701515
-57.804171,81.563812
-46.603711,81.627357
-35.538546,81.641487
-23.270289,81.634758
-7.405027,81.658600
3.661791,81.757629
16.330274,81.608368
31.052399,81.653442
42.252477,81.572945
53.486188,81.799599
64.555868,81.651680
75.726318,81.466614
86.795425,81.564018
98.026975,81.608070
109.082667,81.572868
121.897634,81.622223
139.460691,81.658714
153.194364,81.558289
165.861320,81.593658
184.394773,81.669609
199.606705,81.688438
218.642680,81.632896
231.439273,81.566170
242.771212,81.587013
253.837331,81.603065
264.637629,81.621849
275.971222,81.597206
286.797523,81.661018
298.130353,81.529961
309.863917,81.547096
320.530701,81.555443
331.864230,81.566628
342.531013,81.553635
353.997866,81.553276
364.797974,81.571136
375.998179,81.492950
386.931610,81.630768
398.131752,81.509247
410.397148,81.637222
419.465383,81.503380
431.465467,81.546661
444.664510,81.605957
459.331767,81.534943
470.666059,81.654640
481.732941,81.625923
492.799822,81.478485
503.999901,81.605072
515.066655,81.564415
526.264763,81.611420
537.466240,81.622314
548.569361,81.583717
560.568937,81.523560
576.399994,81.532318
587.333552,81.675804
598.549143,81.684898
611.751556,81.688683
627.545484,81.620224
642.911784,81.700249
655.582428,81.536613
670.913823,81.541214
681.994375,81.492569
692.875417,81.724579
704.075940,81.473518
717.009608,81.671585
731.943385,81.607307
743.144735,81.532814
754.211553,81.660446
765.278308,81.606323
776.515071,81.583611
790.384229,81.689316
804.303360,81.673355
817.103767,81.600243
831.740570,81.631729
843.074036,81.610390
854.274432,81.589211
865.472349,81.622787
876.407878,81.690117
887.474887,81.698547
898.808225,81.560631
910.275014,81.570953
921.075122,81.548691
933.875338,81.618736
950.769933,81.532959
965.303675,81.596176
978.251521,81.587227
993.986320,81.630196
1003.584417,81.639130
1016.518211,81.653015
1032.223384,81.727119
1045.023473,81.722130
1060.088730,81.782829
1071.155548,81.523071
1083.824031,81.688492
1100.090853,81.516022
1118.302600,81.612724
1132.302856,81.649673
1143.503126,81.594185
1154.703140,81.491150
1167.768542,81.546783
1182.269859,81.699036
1193.470001,81.655678
1206.138674,81.737778
1223.071988,81.583153
1239.872424,81.641212
1256.005796,81.651810
1272.712771,81.691185
1288.674863,81.594101
1299.222056,81.679672
1310.288938,81.670570
1323.220507,81.646599
1338.155937,81.732964
1349.623044,81.845917
1363.221677,81.669556
1377.619871,81.580635
1389.939944,81.709000
1406.608327,81.598282
1421.573130,81.705360
1432.642428,81.619583
1443.739128,81.652847
1455.742963,81.673424
1465.607389,81.618217
1477.209918,81.788429
1488.543383,81.672745
1499.076907,81.596779
1510.943667,81.867859
1521.660169,81.562897
1534.460386,81.665382
1551.393382,81.801842
1567.843819,81.876678
1584.478505,81.599281
1599.366951,81.674858
1610.700480,81.663902
1622.167269,81.675911
1632.834371,81.652153
1643.901126,81.864372
1654.967817,81.826942
1666.166306,81.736481
1677.234650,81.912193
1689.501762,81.737587
1706.898244,81.710030
1723.339208,81.665314
1738.478533,81.830887
1749.695269,81.757408
1760.762469,81.742104
1771.963628,81.720940
1783.428891,81.739227
