-79.271126,1115.160156
-92.738469,1115.323364
-104.206212,1115.694336
-115.138054,1115.821655
-126.605352,1116.259277
-142.931302,1116.400146
-154.132779,1116.459961
-165.330760,1116.643677
-176.797676,1116.942383
-195.466232,1117.173706
-209.464137,1117.353394
-220.530764,1117.557861
-231.864675,1117.691406
-243.464533,1117.882935
-253.330994,1118.089111
-265.197627,1118.222778
-276.397896,1118.582153
-287.464778,1118.729004
-298.533630,1118.560425
-309.733772,1119.176758
-321.064758,1119.282959
-332.666969,1119.315918
-342.267100,1119.402588
-354.400444,1119.595337
-365.332349,1119.785400
-376.799266,1120.074219
-387.733014,1120.114990
-398.665301,1120.411011
-409.599495,1120.406616
-420.799446,1120.803833
-432.132085,1120.880127
-443.332799,1121.111816
-454.398855,1121.229248
-465.199343,1121.455811
-476.665624,1121.698242
-487.732379,1121.782715
-498.932902,1121.923828
-511.866124,1122.272217
-526.635106,1122.359375
-537.833595,1122.516357
-549.168523,1122.513062
-560.235214,1122.839844
-571.168645,1123.010620
-582.366435,1123.119507
-593.300692,1123.365967
-604.635493,1123.674927
-615.700785,1123.821289
-626.766968,1124.045288
-637.833468,1124.008667
-648.767662,1124.288696
-660.502497,1124.503174
-671.302541,1124.682739
-682.501348,1124.757812
-693.701045,1125.045898
-704.501025,1125.177979
-718.102837,1125.473755
-732.112885,1125.698242
-743.756676,1125.675781
-754.823494,1125.933105
-766.957474,1126.161865
-782.206726,1126.493896
-793.539174,1126.703979
-804.606819,1126.694336
-817.808342,1127.079834
-832.475726,1127.514160
-843.696531,1127.432495
-855.165672,1127.510376
-865.567144,1127.797119
-876.898893,1128.035522
-887.965775,1128.008301
-899.167252,1128.234497
-911.299769,1128.369385
-927.034378,1128.531250
-938.232867,1128.794312
-949.299622,1129.044067
-960.234324,1129.239136
-971.566327,1129.408447
-982.632828,1129.677124
-993.568293,1129.788574
-1006.367874,1130.111206
-1021.217283,1130.244385
-1032.683182,1130.356689
-1043.617058,1130.491943
-1054.950396,1130.835083
-1065.883764,1130.766602
-1076.950645,1131.167480
-1088.017209,1131.333008
-1100.283941,1131.279053
-1111.217054,1131.692505
