197.265816,22451.992187
177.931595,22451.031250
160.996819,22450.773437
144.329898,22448.390625
126.996231,22450.320312
105.935160,22450.808594
88.867187,22450.199219
71.932983,22449.814453
55.399577,22447.710937
38.732783,22447.523437
21.932602,22447.373047
3.800964,22445.892578
-19.933573,22447.341797
-38.867950,22447.839844
-55.801519,22448.365234
-72.468376,22446.722656
-89.135170,22445.482422
-107.535362,22444.406250
-128.467433,22444.177734
-146.335793,22444.994141
-166.604614,22442.910156
-183.536339,22444.552734
-200.336329,22443.431641
-216.869736,22444.126953
-235.268275,22445.816406
-255.936877,22445.527344
-272.737058,22444.865234
-290.869013,22444.242187
-311.536407,22444.695312
-328.469467,22444.158203
-345.137723,22443.804687
-363.136419,22443.527344
-383.938154,22442.220703
-400.508563,22441.410156
-417.573992,22442.791016
-433.842214,22442.064453
-452.642441,22442.884766
-472.640991,22442.667969
-489.574114,22443.341797
-508.108775,22441.962891
-530.056127,22441.230469
-552.989006,22438.880859
-573.122215,22440.339844
-589.922333,22440.437500
-606.855901,22438.808594
-625.389671,22438.650391
-645.789782,22438.050781
-661.257680,22436.609375
-679.824448,22436.298828
-701.833153,22437.074219
-716.766612,22436.181641
-734.100151,22437.027344
-751.699956,22433.552734
-767.033831,22434.275391
-784.234047,22433.861328
-801.033592,22435.244141
-817.967669,22433.162109
-834.101105,22435.695312
-851.034673,22434.328125
-867.712402,22432.712891
-884.379514,22432.140625
-901.191394,22432.767578
-917.899513,22431.597656
-934.964498,22432.921875
-951.366488,22430.710937
-967.764600,22431.017578
-984.300168,22431.050781
-1001.233737,22429.578125
-1017.900467,22430.966797
-1034.567388,22431.644531
-1051.232084,22430.292969
-1070.565542,22427.171875
-1092.565664,22427.158203
-1112.592189,22428.619141
-1129.392942,22427.720703
-1145.925840,22427.000000
-1162.992986,22426.289062
-1179.660034,22426.324219
-1196.060244,22427.181641
-1214.461136,22424.566406
-1234.416326,22424.320312
-1251.615588,22425.320312
-1268.415705,22425.685547
-1284.950638,22425.742187
-1301.750819,22426.880859
-1318.284289,22425.666016
-1334.817823,22423.679687
-1351.484617,22424.087891
-1367.883174,22422.423828
-1384.951591,22422.753906
-1401.751773,22421.066406
-1418.951988,22422.539062
-1435.085424,22421.410156
-1451.750755,22421.509766
-1468.419075,22421.416016
-1485.352834,22420.722656
-1501.486079,22421.132812
-1518.152936,22420.947266
-1535.086377,22420.744141
-1551.884778,22418.771484
-1568.553480,22419.052734
-1585.220273,22419.591797
-1602.020454,22419.111328
-1618.687248,22419.363281
-1636.552747,22419.123047
-1658.819644,22417.871094
-1681.219864,22416.402344
-1704.452833,22414.902344
-1723.919678,22414.544922
-1742.584737,22414.927734
-1763.253466,22415.281250
-1779.483096,22414.183594
-1798.152224,22412.736328
-1820.283953,22413.353516
-1842.418162,22411.724609
-1863.072332,22412.251953
-1879.871559,22412.705078
-1896.274249,22412.863281
-1913.074239,22410.404297
-1929.739761,22410.955078
-1946.539497,22408.884766
-1963.205973,22408.375000
-1979.874039,22406.351562
-1997.206434,22406.615234
-1986.793073,22404.998047
-1970.374743,22407.406250
-1953.837649,22404.998047
-1936.772346,22407.154297
-1920.138041,22406.648437
-1903.478813,22407.716797
-1886.811956,22406.878906
-1870.010122,22407.953125
-1853.345490,22408.398437
-1836.677551,22408.437500
-1820.011838,22407.250000
-1802.409490,22407.843750
-1787.344297,22408.949219
-1769.875844,22411.400391
-1753.075409,22410.199219
-1736.410904,22411.626953
-1719.743156,22410.796875
-1703.475189,22411.464844
-1686.543274,22413.410156
-1669.876671,22413.242187
-1653.074646,22413.720703
-1636.541112,22413.119141
-1617.875735,22414.681641
-1597.474098,22415.328125
-1580.407270,22418.056641
-1564.273580,22415.646484
-1547.473399,22417.482422
-1530.673154,22416.794922
-1513.739967,22418.113281
-1497.073046,22418.417969
-1480.539640,22419.544922
-1463.739204,22419.501953
-1447.205989,22421.568359
-1430.939102,22422.185547
-1414.005534,22420.468750
